"CUSTOMER ID","CITY","STATE","SERVICE_HISTORY","COMMON PROBLEM","SERVICE_TYPE","VEHICAL COMPANY","SERIVCE_DATE","Revenue","Cost","CUSTOMER_NAME","REPEAT_CUSTOMER"
465,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Ford EcoSport",2024-02-28,242.34,141.32,"el-Salman Ghaidaa","No"
466,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Renault Captur",2024-10-31,390.15,267.13,"Runningbear-Paul Benjamin","No"
467,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Skoda Kushaq",2024-03-01,348.07,267.3,"Walton Kinberlee","Yes"
468,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Honda Accord",2024-04-17,250.04,162.74,"el-Sheikh Haatim","Yes"
469,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Maruti Vitara Brezza",2024-10-18,332.22,252.78,"el-Yassin Jasoor","No"
470,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Hyundai Creta",2024-01-23,50.21,35.29,"Leibold Jacob","Yes"
471,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Tata Nexon",2024-04-24,147.76,67.25,"Barraza Amy","Yes"
472,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Ford EcoSport",2024-03-28,367.19,169.39,"Gomez Alex","No"
473,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Nissan Magnite",2024-05-11,146.82,69.96,"el-Hashem Haala","No"
474,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Mahindra Thar",2024-07-04,416.27,238.64,"al-Koroma Sakeen","No"
475,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Toyota Innova",2024-09-07,188.49,81.97,"Shrestha Cody","No"
476,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Hyundai Elite i20",2024-07-21,359.48,175.97,"Liddell Camaris","No"
477,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Renault Duster",2024-09-02,469.71,295.38,"Camp Riley","No"
478,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Tata Harrier",2024-09-02,102.1,57.18,"Lor Tori","Yes"
479,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Maruti Swift",2024-06-26,107.47,67.3,"al-Mir Sameera","No"
480,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Honda WR-V",2024-09-07,355.2,259.95,"Tannahill III Juan","No"
481,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Ford Figo",2024-02-17,243.03,159.63,"Prum Madeline","No"
482,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Hyundai Creta",2024-05-10,425.48,236.82,"Clark Alvina","Yes"
483,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","MG Hector",2024-02-02,487.15,333.13,"Chagolla Edwin","No"
484,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Toyota Fortuner",2024-06-10,81.72,36.25,"Summy Kevin","Yes"
485,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Tata Nexon",2024-11-17,256.9,130.88,"Ramos-Silerio Xiara","No"
486,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Nissan Kicks",2024-03-04,365.71,233.16,"Allen Marissa","No"
487,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Honda",2024-06-16,89.12,41.36,"al-Radwan Abdul Maalik","Yes"
488,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Mahindra XUV300",2024-10-02,496.82,368.33,"Hernandez Kelly","Yes"
489,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Ford EcoSport",2024-03-18,163.89,121.13,"al-Shahin Sabri","Yes"
490,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Hyundai Venue",2024-06-01,72.29,42.73,"el-Shaheen Tareef","No"
491,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Tata Tiago",2024-07-17,358.85,254.6,"Bonilla Mason","Yes"
492,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Renault Captur",2024-04-04,404.12,209.4,"Lopez Ashley","No"
493,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Skoda Kushaq",2024-12-07,209.12,89.14,"Thao Frances","No"
494,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Maruti Vitara",2024-08-08,214.9,123.83,"Moua Hyungu","No"
495,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Toyota Yaris",2024-07-02,179.2,104.8,"Cardenas Gonzalez Guadalupe","Yes"
496,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Hyundai Creta",2024-06-09,85.99,46.12,"Tran-Harrell Sweta","No"
497,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Tata Nexon",2024-04-17,214.45,101.66,"Martin Jaclyn","No"
498,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Mahindra Scorpio",2024-08-29,130.11,78.43,"Williams Arsean","Yes"
499,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Nissan Kicks",2024-06-29,291.22,118.72,"Moonlight Tyreisha","No"
500,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Honda Accord",2024-10-28,276.78,196.37,"el-Atallah Faraj","No"
